incident_id,inc_descrip,route,direction,Marker,number,inc_start,inc_duration,lanecount,blkDuration,respTime,rural
173110,Multivehicle Crash,I-40,Westbound,Milepost,355,9/22/2017 19:54,119,2,117,N/A,Rural
173114,Vehicle Fire,I-40,Westbound,Milepost,382,9/23/2017 0:20,47,1,37,1,Urban
173134,Multivehicle Crash,I-40,Eastbound,Milepost,356,9/23/2017 12:30,87,1,84,N/A,Rural
173189,Multivehicle Crash,I-275,Southbound,Milepost,1,9/24/2017 16:37,69,2,5,2,Urban
173200,Multivehicle Crash,I-40,Eastbound,Milepost,350,9/24/2017 19:43,26,1,24,N/A,Urban
173214,Multivehicle Crash,I-40,Eastbound,Milepost,384,9/25/2017 7:35,61,0,0,0,Urban
173216,Multivehicle Crash,I-75,Southbound,Milepost,130,9/25/2017 7:43,69,1,67,N/A,Rural
173225,Multivehicle Crash,I-40,Eastbound,Milepost,383,9/25/2017 8:54,42,0,0,7,Urban
173229,Multivehicle Crash,I-40,Eastbound,Milepost,382,9/25/2017 9:08,14,0,0,0,Urban
173271,Single Vehicle Crash,I-40,Eastbound,Milepost,379,9/25/2017 16:49,5,0,0,0,Urban
173276,Multivehicle Crash,I-40,Eastbound,Milepost,376,9/25/2017 17:57,17,0,0,0,Urban
173279,Multivehicle Crash,I-40,Eastbound,Milepost,384,9/25/2017 18:10,14,1,4,0,Urban
173287,Overturned Vehicle,I-81,Northbound,Milepost,44,9/25/2017 20:46,109,2,108,68,Rural
173288,Multivehicle Crash,I-40,Westbound,Milepost,395,9/25/2017 20:51,92,2,83,4,Urban
173295,Multivehicle Crash,I-40,Westbound,Milepost,384,9/26/2017 7:31,35,0,0,0,Urban
173299,Multivehicle Crash,I-640,Westbound,Milepost,0,9/26/2017 8:20,65,1,3,0,Urban
173325,Single Vehicle Crash,I-40,Eastbound,Milepost,440,9/26/2017 14:07,48,2,43,33,Rural
173330,Multivehicle Crash,I-40,Eastbound,Milepost,387,9/26/2017 15:06,38,0,0,0,Urban
173381,Overturned Vehicle,I-81,Southbound,Milepost,67,9/27/2017 12:17,83,1,81,1,Rural
173404,Multivehicle Crash,I-40,Eastbound,Milepost,390,9/27/2017 16:56,43,0,0,0,Urban
173408,Vehicle Fire,I-40,Westbound,Milepost,374,9/27/2017 17:59,39,0,0,2,Urban
173411,Multivehicle Crash,I-40,Eastbound,Milepost,373,9/27/2017 18:30,43,0,0,0,Urban
173440,Multivehicle Crash,I-75,Southbound,Milepost,111,9/28/2017 8:05,12,0,0,N/A,Urban
173444,Multivehicle Crash,I-40,Westbound,Milepost,387,9/28/2017 9:02,100,2,31,2,Urban
173459,Overturned Vehicle,I-40,Eastbound,Milepost,347,9/28/2017 14:11,355,2,27,33,Rural
173467,Single Vehicle Crash,I-26,Eastbound,Milepost,23,9/28/2017 15:22,35,1,34,N/A,Rural
173468,Multivehicle Crash,I-75,Northbound,Milepost,138,9/28/2017 15:30,21,1,21,N/A,Rural
173483,Multivehicle Crash,I-40,Eastbound,Milepost,379,9/28/2017 17:44,15,0,0,0,Urban
173484,Multivehicle Crash,I-40,Westbound,Milepost,387,9/28/2017 17:59,15,0,0,0,Urban
173499,Single Vehicle Crash,I-140,Eastbound,Milepost,1,9/28/2017 23:50,55,1,55,1,Urban
173556,Multivehicle Crash,I-40,Eastbound,Milepost,369,9/29/2017 17:34,110,1,110,1,Urban
173558,Multivehicle Crash,I-40,Westbound,Milepost,377,9/29/2017 18:22,53,2,10,0,Urban
173562,Multivehicle Crash,I-40,Westbound,Milepost,375,9/29/2017 19:08,54,0,0,0,Urban
173567,Single Vehicle Crash,I-40,Eastbound,Milepost,367,9/29/2017 19:59,79,0,0,8,Rural
173568,Multivehicle Crash,I-40,Westbound,Milepost,371,9/29/2017 20:15,23,0,0,0,Urban
173600,Single Vehicle Crash,I-75,Southbound,Milepost,84,9/30/2017 12:07,137,0,0,0,Rural
173608,Multivehicle Crash,I-75,Northbound,Milepost,84,9/30/2017 13:55,28,0,0,0,Rural
